experiment_name,model_variant,dataset_variant,threshold,num_examples,accuracy,precision,recall,f1,avg_latency_ms,avg_confidence,cache_hits,cache_hit_rate,model_calls,tp,fp,fn,tn
test4_model_b_on_mutated_data,Model B,mutated_data,0.50,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.51,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.52,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.53,9012,0.4931,0.4881,1.0,0.656,55.193,0.9904,656,0.0728,8356,4356,4568,0,88
test4_model_b_on_mutated_data,Model B,mutated_data,0.54,9012,0.4932,0.4882,1.0,0.6561,55.193,0.9904,656,0.0728,8356,4356,4567,0,89
test4_model_b_on_mutated_data,Model B,mutated_data,0.55,9012,0.4932,0.4882,1.0,0.6561,55.193,0.9904,656,0.0728,8356,4356,4567,0,89
test4_model_b_on_mutated_data,Model B,mutated_data,0.56,9012,0.4932,0.4882,1.0,0.6561,55.193,0.9904,656,0.0728,8356,4356,4567,0,89
test4_model_b_on_mutated_data,Model B,mutated_data,0.57,9012,0.4932,0.4882,1.0,0.6561,55.193,0.9904,656,0.0728,8356,4356,4567,0,89
test4_model_b_on_mutated_data,Model B,mutated_data,0.58,9012,0.4933,0.4882,1.0,0.6561,55.193,0.9904,656,0.0728,8356,4356,4566,0,90
test4_model_b_on_mutated_data,Model B,mutated_data,0.59,9012,0.4935,0.4883,1.0,0.6562,55.193,0.9904,656,0.0728,8356,4356,4565,0,91
test4_model_b_on_mutated_data,Model B,mutated_data,0.60,9012,0.4935,0.4883,1.0,0.6562,55.193,0.9904,656,0.0728,8356,4356,4565,0,91
test4_model_b_on_mutated_data,Model B,mutated_data,0.61,9012,0.4937,0.4884,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4563,0,93
test4_model_b_on_mutated_data,Model B,mutated_data,0.62,9012,0.4937,0.4884,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4563,0,93
test4_model_b_on_mutated_data,Model B,mutated_data,0.63,9012,0.4937,0.4884,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4563,0,93
test4_model_b_on_mutated_data,Model B,mutated_data,0.64,9012,0.4937,0.4884,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4563,0,93
test4_model_b_on_mutated_data,Model B,mutated_data,0.65,9012,0.4937,0.4884,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4563,0,93
test4_model_b_on_mutated_data,Model B,mutated_data,0.66,9012,0.4937,0.4884,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4563,0,93
test4_model_b_on_mutated_data,Model B,mutated_data,0.67,9012,0.4938,0.4885,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4562,0,94
test4_model_b_on_mutated_data,Model B,mutated_data,0.68,9012,0.4938,0.4885,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4562,0,94
test4_model_b_on_mutated_data,Model B,mutated_data,0.69,9012,0.4938,0.4885,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4562,0,94
test4_model_b_on_mutated_data,Model B,mutated_data,0.70,9012,0.4938,0.4885,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4562,0,94
test4_model_b_on_mutated_data,Model B,mutated_data,0.71,9012,0.4938,0.4885,1.0,0.6563,55.193,0.9904,656,0.0728,8356,4356,4562,0,94
test4_model_b_on_mutated_data,Model B,mutated_data,0.72,9012,0.4939,0.4885,1.0,0.6564,55.193,0.9904,656,0.0728,8356,4356,4561,0,95
test4_model_b_on_mutated_data,Model B,mutated_data,0.73,9012,0.4939,0.4885,1.0,0.6564,55.193,0.9904,656,0.0728,8356,4356,4561,0,95
test4_model_b_on_mutated_data,Model B,mutated_data,0.74,9012,0.4939,0.4885,1.0,0.6564,55.193,0.9904,656,0.0728,8356,4356,4561,0,95
test4_model_b_on_mutated_data,Model B,mutated_data,0.75,9012,0.4939,0.4885,1.0,0.6564,55.193,0.9904,656,0.0728,8356,4356,4561,0,95
test4_model_b_on_mutated_data,Model B,mutated_data,0.76,9012,0.4941,0.4886,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4559,0,97
test4_model_b_on_mutated_data,Model B,mutated_data,0.77,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.78,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.79,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.80,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.81,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.82,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.83,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.84,9012,0.4942,0.4887,1.0,0.6565,55.193,0.9904,656,0.0728,8356,4356,4558,0,98
test4_model_b_on_mutated_data,Model B,mutated_data,0.85,9012,0.4943,0.4887,1.0,0.6566,55.193,0.9904,656,0.0728,8356,4356,4557,0,99
test4_model_b_on_mutated_data,Model B,mutated_data,0.86,9012,0.4943,0.4887,1.0,0.6566,55.193,0.9904,656,0.0728,8356,4356,4557,0,99
test4_model_b_on_mutated_data,Model B,mutated_data,0.87,9012,0.4943,0.4887,1.0,0.6566,55.193,0.9904,656,0.0728,8356,4356,4557,0,99
test4_model_b_on_mutated_data,Model B,mutated_data,0.88,9012,0.4946,0.4888,1.0,0.6567,55.193,0.9904,656,0.0728,8356,4356,4555,0,101
test4_model_b_on_mutated_data,Model B,mutated_data,0.89,9012,0.4946,0.4888,1.0,0.6567,55.193,0.9904,656,0.0728,8356,4356,4555,0,101
test4_model_b_on_mutated_data,Model B,mutated_data,0.90,9012,0.4947,0.4889,1.0,0.6567,55.193,0.9904,656,0.0728,8356,4356,4554,0,102
test4_model_b_on_mutated_data,Model B,mutated_data,0.91,9012,0.4949,0.489,1.0,0.6568,55.193,0.9904,656,0.0728,8356,4356,4552,0,104
test4_model_b_on_mutated_data,Model B,mutated_data,0.92,9012,0.495,0.4891,1.0,0.6569,55.193,0.9904,656,0.0728,8356,4356,4551,0,105
test4_model_b_on_mutated_data,Model B,mutated_data,0.93,9012,0.4951,0.4891,1.0,0.6569,55.193,0.9904,656,0.0728,8356,4356,4550,0,106
test4_model_b_on_mutated_data,Model B,mutated_data,0.94,9012,0.4951,0.4891,1.0,0.6569,55.193,0.9904,656,0.0728,8356,4356,4550,0,106
test4_model_b_on_mutated_data,Model B,mutated_data,0.95,9012,0.4951,0.4891,1.0,0.6569,55.193,0.9904,656,0.0728,8356,4356,4550,0,106
test4_model_b_on_mutated_data,Model B,mutated_data,0.96,9012,0.4952,0.4892,1.0,0.657,55.193,0.9904,656,0.0728,8356,4356,4549,0,107
test4_model_b_on_mutated_data,Model B,mutated_data,0.97,9012,0.4953,0.4892,1.0,0.657,55.193,0.9904,656,0.0728,8356,4356,4548,0,108
test4_model_b_on_mutated_data,Model B,mutated_data,0.98,9012,0.4957,0.4894,1.0,0.6572,55.193,0.9904,656,0.0728,8356,4356,4545,0,111
test4_model_b_on_mutated_data,Model B,mutated_data,0.99,9012,0.4963,0.4897,1.0,0.6575,55.193,0.9904,656,0.0728,8356,4356,4539,0,117
test4_model_b_on_mutated_data,Model B,mutated_data,1.00,9012,0.5617,0.8095,0.1219,0.2119,55.193,0.9904,656,0.0728,8356,531,125,3825,4531
